161;Подача заявок на участие в проведении случайной выборки по распределению разрешений на добычу охотничьих ресурсов;Региональный;Департамент по охране объектов животного мира Кузбасса;3
162;Предоставление доступа к справочно-поисковому аппарату и базам данных муниципальных библиотек;Муниципальный;Управление культуры администрации Мариинского муниципального округа;1
163;Оформление государственной регистрации и выдача лицензий на пользование участками недр местного значения, внесение изменений и дополнений в лицензии на пользование участками недр местного значения, а также переоформление лицензий и принятие решений о досрочном прекращении, приостановлении и ограничении права пользования участками недр местного значения на территории Кузбасса;Региональный;Министерство природных ресурсов и экологии Кузбасса;3
164;Предоставление земельных участков в постоянное бессрочное пользование;Муниципальный;Комитет по управлению муниципальной собственностью Прокопьевского муниципального округа;3
165;Предоставление доступа к изданиям, переведенным в электронный вид, хранящимся в муниципальных библиотеках, в том числе к фонду редких книг, с учетом соблюдения требований законодательства Российской Федерации об авторских и смежных правах;Муниципальный;"МАУК ""МИБС""";1
166;Запись на обзорные, тематические и интерактивные экскурсии;Муниципальный;Прокопьевский городской краеведческий музей;1
167;Выдача разрешений на производство земляных работ;Муниципальный;Администрация Заводского района города Новокузнецка;3
168;Предоставление права на выполнение пассажирских перевозок по муниципальной маршрутной сети;Муниципальный;Администрация города Юрги;3
169;Регистрация уставов территориального общественного самоуправления;Муниципальный;Администрация Яшкинского муниципального округа;3
170;Регистрация уставов территориального общественного самоуправления;Муниципальный;Организационный отдел администрации Полысаевского городского округа;3
171;Предоставление доступа к справочно-поисковому аппарату и базам данных муниципальных библиотек;Муниципальный;Муниципальное бюджетное учреждение культуры «Централизованная библиотечная система»;1
172;Регистрация уставов территориального общественного самоуправления, изменений в уставы территориального общественного самоуправления;Муниципальный;Администрация города Юрги;1
173;Регистрация уставов территориального общественного самоуправления;Муниципальный;Администрация Осинниковского городского округа;1
174;Регистрация уставов территориального общественного самоуправления;Муниципальный;Управление по жизнеобеспечению и территориальному развитию Тяжинского муниципального округа;1
175;Замена (повторная выдача) государственного жилищного сертификата гражданам – участникам ведомственной целевой программы «Оказание государственной поддержки гражданам в обеспечении жильем и оплате жилищно-коммунальных услуг» государственной программы Российской Федерации «Обеспечение доступным и комфортным жильем и коммунальными услугами граждан Российской Федерации»;Региональный;Министерство строительства Кузбасса;3
176;Предоставление информации о текущей успеваемости учащегося в муниципальном образовательном учреждении, ведение дневника и журнала успеваемости;Муниципальный;Управление образования администрации города Прокопьевска;1
177;Утверждение инвестиционных программ в области обращения с твердыми коммунальными отходами;Региональный;Региональная энергетическая комиссия Кузбасса;5
178;Регистрация уставов территориального общественного самоуправления;Муниципальный;Администрация Междуреченского городского округа;4
179;Регистрация уставов территориального общественного самоуправления;Муниципальный;Администрация города Кемерово;4
180;Регистрация уставов территориального общественного самоуправления;Муниципальный;Мариинское территориальное управление;4
181;Утверждение инвестиционных программ организаций, осуществляющих регулируемые виды деятельности в сфере теплоснабжения;Региональный;Региональная энергетическая комиссия Кузбасса;5
182;Утверждение инвестиционных программ субъектов электроэнергетики;Региональный;Региональная энергетическая комиссия Кузбасса;5
183;Регистрация уставов территориального общественного самоуправления;Муниципальный;Отдел организационной работы и кадровой службы администрации Яйского муниципального округа;4
184;Утверждение инвестиционных программ организаций, осуществляющих горячее водоснабжение в закрытой системе горячего водоснабжения;Региональный;Региональная энергетическая комиссия Кузбасса;4
185;Выдача справок об участии гражданина в приватизации жилищного фонда;Муниципальный;Администрация Яшкинского муниципального округа;4
186;Утверждение инвестиционных программ организаций, осуществляющих холодное водоснабжение и (или) водоотведение;Региональный;Региональная энергетическая комиссия Кузбасса;4
187;Регистрация уставов территориального общественного самоуправления;Муниципальный;Администрация Топкинского муниципального округа;4
188;Регистрация уставов территориального общественного самоуправления;Муниципальный;Администрация Анжеро-Судженского городского округа;4
189;Регистрация уставов территориального общественного самоуправления;Муниципальный;Администрация Тайгинского городского округа;4
190;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Управление архитектуры и градостроительства Полысаевского городского округа;5
191;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Отдел по архитектуре и градостроительству администрации Промышленновского муниципального округа;5
192;Согласование внешнего вида фасадов зданий, строений, сооружений (или их частей), нестационарных торговых объектов;Муниципальный;Управление архитектуры и градостроительства администрации города Кемерово;3
193;Выдача органом опеки и попечительства предварительного разрешения на совершение сделок с имуществом несовершеннолетнего;Региональный;Министерство образования Кузбасса;1
194;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Администрация Яшкинского муниципального округа;3
195;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Управление архитектуры и градостроительства администрации города Прокопьевска;3
196;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Чебулинского муниципального округа;3
197;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Киселевского городского округа;3
198;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Тяжинского муниципального округа;3
199;Информирование о театральных представлениях, концертах, киносеансах;Муниципальный;УКСМиНП Березовского ГО;1
200;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Управление архитектуры и градостроительства администрации Кемеровского муниципального округа;1
201;Выдача органом опеки и попечительства предварительного разрешения на совершение сделок по отчуждению жилых помещений с участием несовершеннолетних;Региональный;Министерство образования Кузбасса;1
202;Выдача органом опеки и попечительства разрешения на изменение имени и (или) фамилии ребенка;Региональный;Министерство образования Кузбасса;3
203;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Управление архитектуры, контроля строительства и жилья администрации Ленинск-Кузнецкого муниципального округа;3
204;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Мысковского городского округа;3
205;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Управление архитектуры и градостроительства администрации Топкинского муниципального округа;3
206;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Сектор архитектуры и градостроительства администрации Яйского муниципального округа;3
207;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Тайгинского городского округа;2
208;Предоставление в пользование населению спортивных сооружений и спортивного инвентаря;Муниципальный;УКСМиНП Березовского ГО;5
209;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Калтанского городского округа;3
210;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Ижморского муниципального округа;3
211;Предоставление муниципального имущества в аренду без проведения торгов;Муниципальный;Комитет по управлению муниципальным имуществом Березовского городского округа;3
212;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Отдел архитектуры и строительства администрации Прокопьевского муниципального округа;3
213;Содействие работодателям в подборе необходимых работников;Региональный;Министерство труда и занятости населения Кузбасса;3
214;Выдача разрешений на право организации розничного рынка;Муниципальный;Администрация Яшкинского муниципального округа;3
215;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Таштагольского муниципального района;3
216;Предоставление доступа к изданиям, переведенным в электронный вид, хранящимся в муниципальных библиотеках, в том числе к фонду редких книг, с учетом соблюдения требований законодательства Российской Федерации об авторских и смежных правах;Муниципальный;УКСМиНП Березовского ГО;1
217;Предоставление дополнительного образования в сфере культуры и искусства;Муниципальный;УКСМиНП Березовского ГО;2
218;Дача письменных разъяснений налогоплательщикам, плательщикам сборов и налоговым агентам по вопросам применения нормативных правовых актов Калтанского городского округа Кемеровской области – Кузбасса о налогах и сборах;Муниципальный;Финансовое управление администрации Калтанского городского округа;3
219;Выдача разрешений на право организации розничного рынка;Муниципальный;Отдел экономического развития территории администрации Яйского муниципального округа;5
220;Оказание содействия в вопросах занятости и трудоустройства молодежи;Муниципальный;УКСМиНП Березовского ГО;2
221;Предоставление доступа к справочно-поисковому аппарату и базам данных муниципальных библиотек;Муниципальный;УКСМиНП Березовского ГО;3
222;Согласование паспорта внешней отделки фасадов зданий, сооружений или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Чебулинского муниципального округа;1
223;Назначение компенсации расходов на уплату взноса на капитальный ремонт общего имущества в многоквартирном доме;Региональный;Министерство социальной защиты населения Кузбасса;3
224;Выдача разрешений на добычу охотничьих ресурсов, бланков разрешений;Региональный;Департамент по охране объектов животного мира Кузбасса;5
225;Присвоение квалификационных категорий спортивных судей «спортивный судья второй категории», «спортивный судья третьей категории»;Муниципальный;УКСМиНП Березовского ГО;3
226;Выдача и аннулирование охотничьего билета единого федерального образца;Региональный;Департамент по охране объектов животного мира Кузбасса;3
227;Согласование паспорта внешней отделки фасадов зданий, строений, сооружений или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Тисульского муниципального округа;3
228;Согласование паспорта внешней отделки фасадов зданий, сооружений или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Крапивинского муниципального округа;3
229;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Управление архитектуры и градостроительства администрации Междуреченского городского округа;3
230;Лицензирование предпринимательской деятельности по управлению многоквартирными домами;Региональный;Государственная жилищная инспекция Кузбасса;3
231;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Комитет градостроительства и земельных ресурсов администрации города Новокузнецка;3
232;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Комитет архитектуры Администрации города Юрги;3
233;Присвоение спортивных разрядов «второй спортивный разряд», «третий спортивный разряд»;Муниципальный;УКСМиНП Березовского ГО;3
234;Предоставление субсидий субъектам малого и среднего предпринимательства;Муниципальный;Администрация Междуреченского городского округа;3
235;Утверждение схемы расположения земельного участка или земельных участков на кадастровом плане территории;Муниципальный;Комитет по управлению муниципальным имуществом Киселевского городского округа;3
236;Отнесение земель или земельных участков в составе таких земель к определенной категории земель или перевод земель и земельных участков в составе таких земель из одной категории в другую;Муниципальный;Комитет по управлению муниципальным имуществом Киселевского городского округа;3
237;Регистрация уставов территориального общественного самоуправления;Муниципальный;Администрация Новокузнецкого муниципального округа;3
238;Предоставление средств (части средств) областного материнского (семейного) капитала на получение образования детьми;Региональный;Министерство социальной защиты населения Кузбасса;3
239;Предоставление средств (части средств) областного материнского (семейного) капитала на улучшение жилищных условий;Региональный;Министерство социальной защиты населения Кузбасса;3
240;Выдача разрешения на строительство;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
241;Предоставление разрешения на осуществление земляных работ;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
242;Постановка граждан на учет в качестве лиц, имеющих право на предоставление земельных участков в собственность бесплатно;Региональный;Комитет по управлению государственным имуществом Кузбасса;3
243;Предоставление письменных разъяснений по вопросам применения нормативных правовых актов Новокузнецкого муниципального округа о местных налогах и сборах;Муниципальный;Финансовое управление АНМО;3
244;Назначение пособия на ребенка;Региональный;Министерство социальной защиты населения Кузбасса;3
245;Согласование создания места (площадки) накопления твердых коммунальных отходов;Муниципальный;Муниципальное казенное учреждение по управлению жилищно-коммунальным хозяйством Березовского городского округа;3
246;Присвоение квалификационных категорий спортивных судей;Муниципальный;Управление культуры, спорта и молодежной политики администрации города Кемерово;5
247;Установление публичного сервитута;Муниципальный;Управление архитектуры и градостроительства администрации города Кемерово;3
248;Приемка работ по сохранению объекта культурного наследия и подготовка акта приемки выполненных работ по сохранению объекта культурного наследия, включенного в единый государственный реестр объектов культурного наследия (памятников истории и культуры) народов Российской Федерации;Муниципальный;Управление культуры, спорта и молодежной политики администрации города Кемерово;3
249;Утверждение отчетной документации о выполнении работ по сохранению объекта культурного наследия, включенного в единый государственный реестр объектов культурного наследия (памятников истории и культуры) народов Российской Федерации;Муниципальный;Управление культуры, спорта и молодежной политики администрации города Кемерово;3
250;Выдача разрешений на установку и эксплуатацию рекламных конструкций на территории города Кемерово, аннулирование таких разрешений;Муниципальный;Управление городского развития администрации города Кемерово;3
251;Присвоение спортивных разрядов;Муниципальный;Управление культуры, спорта и молодежной политики администрации города Кемерово;3
252;Выдача разрешения на строительство;Муниципальный;Управление архитектуры и градостроительства администрации города Кемерово;3
253;Согласование проектной документации на проведение работ по сохранению объекта культурного наследия (памятника истории и культуры) народов Российской Федерации местного (муниципального) значения, включенного в единый государственный реестр объектов культурного наследия (памятников истории и культуры) народов Российской Федерации;Муниципальный;Управление культуры, спорта и молодежной политики администрации города Кемерово;3
254;Включение в реестр стартапов в сфере информационных технологий в Кемеровской области — Кузбассе;Региональный;Министерство цифрового развития и связи Кузбасса;2
255;Выдача задания и разрешения на проведение работ по сохранению объекта культурного наследия местного (муниципального) значения, включенного в единый государственный реестр объектов культурного наследия (памятников истории и культуры) народов Российской Федерации;Муниципальный;Управление культуры, спорта и молодежной политики администрации города Кемерово;3
256;Направление уведомления о планируемом строительстве;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
257;Согласование внешнего вида фасадов зданий, строений, сооружений, нестационарных торговых объектов или их частей;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
258;Направление уведомления о соответствии построенных или реконструированных объекта индивидуального жилищного строительства или садового дома требованиям законодательства о градостроительной деятельности;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
259;Предоставление сведений, документов и материалов, содержащихся в государственных информационных системах обеспечения градостроительной деятельности;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
260;Выдача разрешения на ввод объекта в эксплуатацию;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
261;Выдача разрешения на установку и эксплуатацию рекламной конструкции, аннулирование такого разрешения;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
262;Перевод жилого помещения в нежилое помещение или нежилого помещения в жилое помещение;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
263;Направление уведомления о планируемом сносе объекта капитального строительства и уведомления о завершении сноса объекта капитального строительства;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
264;Выдача акта освидетельствования проведения основных работ по строительству (реконструкции) объекта индивидуального жилищного строительства, осуществляемого с привлечением средств материнского (семейного) капитала;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
265;Установка информационной вывески, согласование дизайн-проекта размещения вывески;Муниципальный;Отдел архитектуры и градостроительства администрации Осинниковского городского округа;3
266;Предоставление разрешения на отклонение от предельных параметров разрешённого строительства, реконструкции объектов капитального строительства;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
267;Присвоение квалификационных категорий спортивных судей «спортивный судья второй категории», «спортивный судья третьей категории»;Муниципальный;Управление культуры администрации Топкинского муниципального округа;3
268;Подготовка и утверждение документации по планировке территории;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
269;Организация предоставления дополнительного образования детям в Ижморском муниципальном районе;Муниципальный;Управление образования администрации Ижморского муниципального округа;3
270;Предоставление доступа к справочно-поисковому аппарату и базам данных муниципальных библиотек;Муниципальный;Централизованная библиотечная система Тайгинского городского округа;3
271;Предоставление информации о результатах сданных экзаменов, тестирования;Муниципальный;Управление образования администрации Ижморского муниципального округа;3
272;Предоставление доступа к изданиям, переведенным в электронный вид, хранящимся в муниципальных библиотеках, в том числе к фонду редких книг, с учетом соблюдения требований законодательства Российской Федерации об авторских и смежных правах;Муниципальный;Управление культуры, молодежной политики и спорта Администрации Яшкинского района;3
273;Предоставление информации о текущей успеваемости обучающихся, ведении электронного дневника и электронного журнала успеваемости;Муниципальный;Управление образования администрации Ижморского муниципального округа;3
274;Предоставление информации об образовательных программах и учебных планах, рабочих программах учебных курсов, предметов, дисциплин (модулей), календарных учебных графиках;Муниципальный;Управление образования администрации Ижморского муниципального округа;3
275;Предоставление доступа к справочно-поисковому аппарату и базам данных муниципальных библиотек;Муниципальный;Управление культуры, молодежной политики и спорта Администрации Яшкинского района;3
276;Предоставление информации об организации общедоступного и бесплатного дошкольного, начального общего, основного общего, среднего общего образования в образовательных учреждениях, а также дополнительного образования детей, расположенных на территории Ижморского муниципального района;Муниципальный;Управление образования администрации Ижморского муниципального округа;3
277;Предоставление информации о времени и месте проведения театральных представлений, филармонических и эстрадных концертов и гастрольных мероприятий театров и филармоний, киносеансов, анонсы данных мероприятий;Муниципальный;Управление культуры, молодежной политики и спорта Администрации Яшкинского района;3
278;Запись на обзорные, тематические и интерактивные экскурсии;Муниципальный;Управление культуры и молодежной политики администрации города Новокузнецка;2
279;Выдача разрешений на выполнение авиационных работ, парашютных прыжков, демонстрационных полетов воздушных судов, полетов беспилотных воздушных судов (за исключением полетов беспилотных воздушных судов с максимальной взлетной массой менее 0,25 кг), подъемов привязных аэростатов над Тяжинским муниципальным округом, а также на посадку (взлет) на расположенные в границах Тяжинского мунипального округа площадки, сведения о которых не опубликованы в документах аэронавигационной информации;Муниципальный;Управление по жизнеобеспечению и территориальному развитию Тяжинского муниципального округа;3
280;Предоставление ежемесячной денежной выплаты гражданам, имеющим звание Почетный гражданин города Новокузнецка;Муниципальный;Комитет социальной защиты администрации города Новокузнецка;4
281;Присвоение адреса объекту адресации, изменение и аннулирование такого адреса;Муниципальный;Отдел архитектуры и градостроительства администрации Березовского городского округа;3
